NU_ANO_CENSO;CO_ENTIDADE;NO_ENTIDADE;CO_ORGAO_REGIONAL;TP_SITUACAO_FUNCIONAMENTO;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;CO_ESCOLA_SEDE_VINCULADA;CO_IES_OFERTANTE;TP_REGULAMENTACAO;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SALAS_EMPRESA;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_TEMPLO_IGREJA;IN_LOCAL_FUNC_CASA_PROFESSOR;IN_LOCAL_FUNC_GALPAO;TP_OCUPACAO_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_OUTROS;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_COLETA_PERIODICA;IN_LIXO_QUEIMA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_RECICLA;IN_LIXO_ENTERRA;IN_LIXO_OUTROS;IN_SALA_DIRETORIA;IN_SALA_PROFESSOR;IN_LABORATORIO_INFORMATICA;IN_LABORATORIO_CIENCIAS;IN_SALA_ATENDIMENTO_ESPECIAL;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_QUADRA_ESPORTES;IN_COZINHA;IN_BIBLIOTECA;IN_SALA_LEITURA;IN_BIBLIOTECA_SALA_LEITURA;IN_PARQUE_INFANTIL;IN_BERCARIO;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_DEPENDENCIAS_PNE;IN_SECRETARIA;IN_BANHEIRO_CHUVEIRO;IN_REFEITORIO;IN_DESPENSA;IN_ALMOXARIFADO;IN_AUDITORIO;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_ALOJAM_ALUNO;IN_ALOJAM_PROFESSOR;IN_AREA_VERDE;IN_LAVANDERIA;IN_DEPENDENCIAS_OUTRAS;NU_SALAS_EXISTENTES;NU_SALAS_UTILIZADAS;IN_EQUIP_TV;IN_EQUIP_VIDEOCASSETE;IN_EQUIP_DVD;IN_EQUIP_PARABOLICA;IN_EQUIP_COPIADORA;IN_EQUIP_RETROPROJETOR;IN_EQUIP_IMPRESSORA;IN_EQUIP_IMPRESSORA_MULT;IN_EQUIP_SOM;IN_EQUIP_MULTIMIDIA;IN_EQUIP_FAX;IN_EQUIP_FOTO;IN_COMPUTADOR;NU_EQUIP_TV;NU_EQUIP_VIDEOCASSETE;NU_EQUIP_DVD;NU_EQUIP_PARABOLICA;NU_EQUIP_COPIADORA;NU_EQUIP_RETROPROJETOR;NU_EQUIP_IMPRESSORA;NU_EQUIP_IMPRESSORA_MULT;NU_EQUIP_SOM;NU_EQUIP_MULTIMIDIA;NU_EQUIP_FAX;NU_EQUIP_FOTO;NU_COMPUTADOR;NU_COMP_ADMINISTRATIVO;NU_COMP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;NU_FUNCIONARIOS;IN_ALIMENTACAO;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_FUNDAMENTAL_CICLOS;TP_LOCALIZACAO_DIFERENCIADA;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EDUCACAO_INDIGENA;TP_INDIGENA_LINGUA;CO_LINGUA_INDIGENA;IN_BRASIL_ALFABETIZADO;IN_FINAL_SEMANA;IN_FORMACAO_ALTERNANCIA;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_COMUM_CRECHE;IN_COMUM_PRE;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;IN_COMUM_MEDIO_INTEGRADO;IN_COMUM_MEDIO_NORMAL;IN_ESP_EXCLUSIVA_CRECHE;IN_ESP_EXCLUSIVA_PRE;IN_ESP_EXCLUSIVA_FUND_AI;IN_ESP_EXCLUSIVA_FUND_AF;IN_ESP_EXCLUSIVA_MEDIO_MEDIO;IN_ESP_EXCLUSIVA_MEDIO_INTEGR;IN_ESP_EXCLUSIVA_MEDIO_NORMAL;IN_COMUM_EJA_FUND;IN_COMUM_EJA_MEDIO;IN_COMUM_EJA_PROF;IN_ESP_EXCLUSIVA_EJA_FUND;IN_ESP_EXCLUSIVA_EJA_MEDIO;IN_ESP_EXCLUSIVA_EJA_PROF;IN_COMUM_PROF;IN_ESP_EXCLUSIVA_PROF
 2017; 26470713;ESCOLA PATRIA UNIDA;00002; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 1; 0; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 8; 1; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 3; 1; 2; 1; 1; 10; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26133622;ESCOLA MUNICIPAL NOVA DESCOBERTA;00001; 1;2017/02/23 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 10; 10; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 1; 5; 0; 4; 0; 2; 1; 2; 1; 8; 1; 0; 0; 12; 3; 9; 1; 1; 53; 1; 0; 1; 1; 0; 0; 0; 1; 0;;; 0; 1; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26166607;ESCOLA MUNICIPAL DE BEBERIBE;00001; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 5; 5; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 0; 0; 1; 3; 0; 1; 0; 1; 0; 1; 0; 0; 2; 0; 0; 1; 0; 1; 1; 1; 29; 1; 1; 0; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26126540;COLEGIO EVOLUCAO DO SABER;00001; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 8; 7; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 1; 11; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26153475;ESCOLA MUNICIPAL VILA SANTA LUZIA;00002; 1;2017/02/03 00:00:00.000;2017/12/21 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 12; 12; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 1; 2; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 14; 4; 10; 1; 1; 55; 1; 0; 0; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26162199;ESCOLA E CURSOS PROFISSIONALIZANTES DE INF E ELETR;00001; 1;2017/01/02 00:00:00.000;2017/12/15 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 12; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 10; 1; 1; 1; 1; 1; 3; 1; 1; 1; 1; 1; 43; 10; 33; 1; 1; 14; 0; 0; 0;; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
 2017; 26149389;EDUCANDARIO SIQUEIRA BRANDAO;00001; 1;2017/02/02 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 10; 6; 1; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0; 1; 1; 1; 0; 1; 0; 0; 0; 0; 1; 2; 0; 0; 1; 4; 1; 3; 1; 0; 8; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26117584;APOIO GRUPO DE ASSES EDUCAC E PEDAGOGICA;00001; 1;2017/02/01 00:00:00.000;2017/12/27 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 0; 1; 0; 0; 37; 37; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 12; 1; 2; 13; 7; 1; 1; 67; 30; 37; 1; 1; 226; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26184028;ACADEMIA CRISTA DE BOA VIAGEM - UNIDADE II;00002; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 1;;; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 8; 8; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 0; 1; 1; 2; 0; 1; 0; 0; 0; 2; 0; 4; 1; 0; 1; 2; 2; 0; 1; 1; 22; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26127083;ESCOLA MUNICIPAL DOS TORROES;00002; 1;2017/02/11 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 4; 4; 1; 0; 1; 0; 1; 0; 0; 0; 1; 1; 0; 1; 1; 3; 0; 1; 0; 1; 0; 0; 0; 3; 1; 0; 1; 2; 0; 2; 1; 1; 21; 1; 0; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26164701;ESCOLA MUNICIPAL PARQUE DOS MILAGRES;00002; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 3; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 11; 11; 1; 0; 1; 0; 1; 0; 1; 1; 1; 0; 0; 0; 1; 2; 0; 1; 0; 1; 0; 1; 1; 5; 0; 0; 0; 11; 3; 8; 1; 1; 35; 1; 0; 0; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26127016;ESCOLA MUNICIPAL CASARAO DO BARBALHO;00002; 1;2017/02/11 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 0; 0; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 13; 13; 1; 0; 1; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 2; 0; 3; 0; 1; 0; 1; 3; 8; 1; 0; 1; 3; 0; 3; 1; 1; 67; 1; 1; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26123088;ESCOLA MUNICIPAL EDITE BRAGA;00002; 1;2017/02/03 00:00:00.000;2017/12/23 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 9; 9; 1; 0; 1; 0; 0; 0; 1; 1; 1; 1; 0; 1; 1; 4; 0; 3; 0; 0; 0; 2; 1; 3; 2; 0; 2; 2; 0; 2; 1; 1; 51; 1; 1; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26181932;CRECHE MUNICIPAL IRMA DULCE;00001; 1;2017/02/01 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 0; 1; 0; 4; 4; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 4; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 4; 1; 3; 1; 1; 47; 1; 0; 0;; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26530732;CENTRO EDUCACIONAL SUELI TAVARES;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 4; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 1; 2; 0; 2; 0; 2; 0; 2; 0; 1; 0; 0; 1; 1; 1; 0; 1; 1; 7; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26182815;CRECHE ESC RECIFE DARCY RIBEIRO;00002; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 0; 0; 0; 1; 1; 0; 5; 5; 1; 1; 1; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 4; 1; 1; 0; 0; 0; 1; 0; 1; 0; 0; 0; 2; 0; 2; 1; 1; 57; 1; 0; 0;; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26134002;ESCOLA MUNICIPAL KARLA PATRICIA;00002; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 13; 13; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 4; 0; 2; 0; 1; 1; 3; 1; 2; 1; 0; 4; 10; 3; 7; 1; 1; 63; 1; 1; 0; 1; 0; 0; 0; 1; 0;;; 0; 1; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26124467;ESCOLA MUNICIPAL BEATO EUGENIO MAZENOD;00002; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 3; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 6; 6; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 0; 2; 0; 7; 1; 0; 2; 2; 0; 2; 1; 1; 33; 1; 0; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26173280;COLEGIO GRANDE PASSO;00002; 1;2017/02/01 00:00:00.000;2017/12/28 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 1; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 26; 36; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 5; 1; 4; 0; 1; 1; 5; 2; 4; 2; 1; 1; 62; 46; 16; 1; 1; 125; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26166658;ESCOLA MUNICIPAL DE CASA AMARELA;00001; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 6; 1; 1; 1; 1; 0; 0; 1; 0; 1; 1; 0; 1; 1; 5; 1; 8; 1; 0; 0; 2; 0; 10; 1; 0; 1; 11; 3; 8; 1; 1; 27; 1; 0; 0; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
